Ativo,Valor_1,Valor_2,Valor_3,Valor_4,Valor_5,Valor_6,Valor_7,Valor_8,Valor_9,Valor_10,Valor_11,Valor_12,Valor_13,Valor_14,Valor_15,Valor_16,Valor_17,Valor_18,Valor_19,Valor_20,Valor_21,Valor_22,Valor_23
ALUP11,26.72,60,9.01,1.2,83.27,8.65,12.097715679635,30.89,21.400000033333,-30.721916369916,44.656488890194,44.566166688877,13.26,"10,39 Bilhões","1,94 Bilhão","4,23 Bilhões",-7.18,-1.13,"3,68 Bilhões",1.48,4.2898026924432,2.85,Utilidade Pública
GRND3,26.72,90,6.86,1.24,31.95,1.86,-7.2607311152014,5.39,11.03962931,104.8168703154,8.8033516344629,63.327488580017,18.02,"4,86 Bilhões","708,91 Milhões","2,65 Bilhões",6.94,11.84,"1,61 Bilhão",0.05,9.3631567981083,10.54,Consumo Cíclico
IGTI3,26.33,70,10.36,0.76,16.07,-7.0667833821137,2.6,1.0627928984333,-59.123350060258,4.3988634895846,69.187057291715,7.29,"6,19 Bilhões","308,94 Milhões","1,16 Bilhão",11.33,11.9,"1,60 Bilhão",0.81,1.242922259783,3.64,Financeiro,
IGTI4,26.33,70,37.86,2.76,21.88,9.8884761226967,9.5,3.670428755625,-61.363907835526,4.3988634895846,-53.696173793846,7.29,"6,19 Bilhões","308,94 Milhões","1,16 Bilhão",11.33,11.9,"1,60 Bilhão",0.81,1.5748142637896,3.05,Financeiro,
BNBR3,25.45,90,3.93,0.61,70.36,3.57,-9.5523840510998,99.44,72.961631156333,-26.62748274705,304.88242979877,206.5993863624,15.47,"8,59 Bilhões","2,18 Bilhões","8,58 Bilhões",16.8,16.46,"1,63 Bilhão",5.0185691619236,6.32,Financeiro,
STBP3,25.23,50,14.87,19.4,418.69,1.56,38.428137492278,13.64,7.6162053766667,-44.162717179863,3.8065732621349,-72.092571391973,130.43,"11,79 Bilhões","792,65 Milhões","3,14 Bilhões",27.6,"381,98 Milhões",4.32,4.4433516434648,6.32,Bens Industriais,
ODPV3,24.29,80,10.87,4.48,19.78,5.03,-2.3506973822171,11.06,11.306108755152,2.2252147843761,7.5290437639849,-31.925463255109,41.21,"6,11 Bilhões","562,01 Milhões","2,31 Bilhões",5.57,9.33,"497,89 Milhões",0,5.41092225724,8.12,Saúde
ELET3,23.14,50,9.97,0.8,118.05,1.5,18.974749313854,41.89,23.933868366333,-42.864959736613,70.543390902338,68.401506092953,7.98,"101,96 Bilhões","9,70 Bilhões","41,88 Bilhões",7.57,8.71,"30,85 Bilhões",0.58,3.5359389857882,4.17,Utilidade Pública
ELET5,23.14,40,17.85,1.42,123.57,0,-22.335524951224,75,48.329225026867,-35.561033297511,70.543390902338,-5.9421454635493,7.98,"101,96 Bilhões","9,70 Bilhões","41,88 Bilhões",7.57,8.71,"30,85 Bilhões",0.58,4.3216379554846,3.24,Utilidade Pública
ELET6,23.14,60,11.13,0.89,142.81,2.76,18.458543132112,46.75,37.3615708343,-20.082201423957,70.543390902338,50.894953801793,7.98,"101,96 Bilhões","9,70 Bilhões","41,88 Bilhões",7.57,8.71,"30,85 Bilhões",0.58,5.8393572447554,4.12,Utilidade Pública
BAZA3,23.07,90,4.34,0.75,352.74,3.77,-2.1541881226009,87.59,97.32185142,11.110687772577,230.05994925236,162.65549634931,17.33,"4,91 Bilhões","1,13 Bilhão","4,91 Bilhões",38.86,33.64,"454,41 Milhões",0,8.2964721182991,9.17,Financeiro
AGRO3,22.84,90,7.1,1.01,63.67,1.13,-10.359351153432,21.42,44.513823643333,107.81430272331,37.828947249428,76.60572945578,14.27,"2,20 Bilhões","309,59 Milhões","1,36 Bilhão",10.96,22.82,"81,22 Milhões",0.77,9.7088284610107,7.2,Consumo não Cíclico
LAVV3,22.48,90,6.33,1.29,17.63,38.605386410883,11.41,10.185764837733,-10.729493096117,18.921416437466,65.831870617581,20.37,"2,28 Bilhões","416,70 Milhões","1,60 Bilhão",34.78,28.52,"116,34 Milhões",0.4,10.137518900967,9,Consumo Cíclico,
GEPA4,21.76,50,12.19,1.65,27.79,20.54,74.67876657196,34.97,40.557467,15.97788676008,37.008590219029,5.82954023171,13.53,"3,29 Bilhões","270,91 Milhões","1,25 Bilhão",-3.02,-17.34,"473,85 Milhões",0.37,8.2864883894525,21.25,Utilidade Pública
GEPA3,21.76,50,12.02,1.63,54.32,23.32,72.131366240676,34.49,40.557467,17.591959988402,37.008590219029,7.3023781357756,13.53,"3,29 Bilhões","270,91 Milhões","1,25 Bilhão",-3.02,-17.34,"473,85 Milhões",0.37,8.2728724938377,20.63,Utilidade Pública
HBRE3,20.75,30,10.97,0.19,4.43,-27.220077220077,3.77,-100,12.301097512011,226.28905867403,1.74,"389,02 Milhões","121,26 Milhões","170,90 Milhões",17.18,"150,39 Milhões",0.77,0,Financeiro,,,,
AHEB3,20.68,50,2.56,1.57,95.65,0,102.5202520252,45,-100,106.37991116748,136.3998025944,61.47,"385,50 Milhões","150,24 Milhões","726,35 Milhões",27.74,"91,09 Milhões",0.02,0,Consumo Cíclico,,,
AHEB5,20.68,50,2.84,1.75,162.88,0,201.02347983143,50,-100,106.37991116748,112.75982233496,61.47,"385,50 Milhões","150,24 Milhões","726,35 Milhões",27.74,"91,09 Milhões",0.02,0,Consumo Cíclico,,,
AHEB6,20.68,50,3.13,1.92,-7,0,175,55,-100,106.37991116748,93.418020304509,61.47,"385,50 Milhões","150,24 Milhões","726,35 Milhões",27.74,"91,09 Milhões",0.02,0,Consumo Cíclico,,,
CYRE3,20.48,70,6.05,1.11,150.2,9.6,37.147150247452,26.92,16.526958441667,-38.607138032441,49.376550608563,83.419578783666,18.28,"10,34 Bilhões","2,00 Bilhões","8,35 Bilhões",16.89,1.8,"3,01 Bilhões",0.64,4.9129844734623,4.05,Consumo Cíclico
MRSA3B,19.59,80,7.12,1.27,-34.33,5.43,3.3235997699901,28.95,8.2801296666667,-71.398515831894,45.683632189221,57.801838304736,17.84,"9,39 Bilhões","1,38 Bilhão","7,06 Bilhões",14.38,26.29,"3,71 Bilhões",1.07,1.6761654425089,3.29,Bens Industriais
MRSA5B,19.59,80,6.38,1.14,76.08,-0.23,-3.787116655286,25.95,9.1081426666667,-64.901184328837,45.683632189221,76.044825391988,17.84,"9,39 Bilhões","1,38 Bilhão","7,06 Bilhões",14.38,26.29,"3,71 Bilhões",1.07,2.0070105695978,4.04,Bens Industriais
