Ativo,Valor_1,Valor_2,Valor_3,Valor_4,Valor_5,Valor_6,Valor_7,Valor_8,Valor_9,Valor_10,Valor_11,Valor_12,Valor_13,Valor_14,Valor_15,Valor_16,Valor_17,Valor_18,Valor_19,Valor_20,Valor_21,Valor_22,Valor_23
ENGI4,20.36,80,5.56,1.13,57.96,15.6,20.637539744484,8.89,7.1933333333333,-19.085114360705,16.821414922651,89.217265721609,10.73,"23,89 Bilhões","4,53 Bilhões","34,15 Bilhões",10.93,23.01,"8,58 Bilhões",2.04,4.6877256500859,6.59,Utilidade Pública
ENGI3,20.36,80,8.05,1.64,32.5,7.33,-9.4811020847278,12.88,7.1933333333333,-44.151138716356,16.821414922651,30.60104753611,10.73,"23,89 Bilhões","4,53 Bilhões","34,15 Bilhões",10.93,23.01,"8,58 Bilhões",2.04,2.5285986683897,4.66,Utilidade Pública
SAPR3,20.21,80,3.88,0.78,55.32,10.23,17.471865585498,6.25,4.7939110333333,-23.297423466667,16.980901036164,171.69441657862,34.97,"9,49 Bilhões","2,37 Bilhões","6,96 Bilhões",7.7,18.96,"1,85 Bilhão",0.55,5.3242465122224,4.75,Utilidade Pública
SAPR4,20.21,90,3.91,0.79,67.45,10.54,12.669864003253,6.29,5.27330414,-16.163686168521,16.980901036164,169.96663014569,34.97,"9,49 Bilhões","2,37 Bilhões","6,96 Bilhões",7.7,18.96,"1,85 Bilhão",0.55,5.7985978224301,5.17,Utilidade Pública
SAPR11,20.21,90,3.9,0.79,74.97,10.41,14.173250253419,31.4,25.887125366667,-17.556925583863,84.925835291741,170.46444360427,34.97,"9,49 Bilhões","2,37 Bilhões","6,96 Bilhões",7.7,18.96,"1,85 Bilhão",0.55,5.8050889245,5.06,Utilidade Pública
SBFG3,19.46,50,4.79,0.93,-47.27,3.55,-8.2517558382661,11.1,5.4197555555556,-51.173373373373,24.933952755229,124.63020500206,7.85,"2,71 Bilhões","565,26 Milhões","7,21 Bilhões",24.54,"803,21 Milhões",0.91,1.2328998644037,5.04,Consumo Cíclico,
OFSA3,19.44,40,9.96,1.94,7.74,0.31,10.527443208464,22.8,10.477463233333,-54.04621388889,24.6366495287,8.0554803890351,11.92,"1,23 Bilhão","123,53 Milhões","1,04 Bilhão",7.25,6.61,"148,50 Milhões",0.55,2.4661615664027,3.27,Saúde
MILS3,19.17,50,8.75,1.68,163.93,13.66,-14.424096124723,10.65,4.7953916568,-54.972848292958,13.202556570604,23.967667329615,17.44,"2,49 Bilhões","285,44 Milhões","1,63 Bilhão",26.41,"715,91 Milhões",1.28,2.949285270175,5.6,Bens Industriais,
TTEN3,19.11,60,9.16,1.75,-11.09,42.806857465945,14.59,1.828151025,-87.469835332419,17.262843045107,18.319691878732,5.82,"7,27 Bilhões","792,35 Milhões","13,65 Bilhões","1,65 Bilhão",0.53,0.65900764486264,1.31,Consumo não Cíclico,,,
CLSC3,19.06,50,4.29,0.82,125.11,11.98,30.705761433778,81.96,70.184499588333,-14.367374831219,207.42593678226,153.0819140828,6.67,"3,35 Bilhões","736,47 Milhões","11,04 Bilhões",4.49,7.26,"755,32 Milhões",1.09,5.2971767112898,8.42,Utilidade Pública
CLSC4,19.06,50,4.71,0.9,184.27,13,34.527623473211,89.99,80.544408136667,-10.496268322406,207.42593678226,130.49887407741,6.67,"3,35 Bilhões","736,47 Milhões","11,04 Bilhões",4.49,7.26,"755,32 Milhões",1.09,5.7996578240276,9.26,Utilidade Pública
EQMA3B,18.85,70,5.31,1,-44.87,2.08,7.6414905035705,24.6,-100,50.581992843303,105.6178570866,12.37,"4,04 Bilhões","760,32 Milhões","6,15 Bilhões","633,12 Milhões",0.88,10.95,10.95,Utilidade Pública,,,
JHSF3,18.55,80,3.28,0.61,76.01,13.43,35.597913512306,5.13,6.372950681,24.229058109162,17.266817888656,236.58514402838,62.12,"3,50 Bilhões","1,06 Bilhão","1,72 Bilhão",7.97,10.62,"1,89 Bilhão",0.9,6.2642592890623,7.12,Consumo Cíclico
BEES3,18.53,90,6.39,1.18,137.42,2.48,-0.97554154542202,8.67,8.271800745,-4.5928403114187,14.966362283468,72.622402346805,9.27,"2,74 Bilhões","428,63 Milhões","4,63 Bilhões",23.82,13.08,"4,29 Bilhões",6.9394608631151,5.69,Financeiro,
BEES4,18.53,90,6.4,1.19,130.7,0,-6.1686801030628,8.69,7.9623386783333,-8.3735480053705,14.966362283468,72.225112583061,9.27,"2,74 Bilhões","428,63 Milhões","4,63 Bilhões",23.82,13.08,"4,29 Bilhões",5.9969155373194,5.6,Financeiro,
CSUD3,18.48,80,8.25,1.52,139.12,12.54,-0.24004730031485,18.04,14.733917426667,-18.326400073908,24.143803552879,33.834831224385,15.78,"754,07 Milhões","91,38 Milhões","579,11 Milhões",4.86,14.33,"78,13 Milhões",0.13,5.0176682156733,6.19,Bens Industriais
CYRE3,18.28,70,6.05,1.11,150.2,9.6,37.147150247452,26.92,16.526958441667,-38.607138032441,49.376550608563,83.419578783666,20.48,"10,34 Bilhões","2,00 Bilhões","8,35 Bilhões",16.89,1.8,"3,01 Bilhões",0.64,4.9129844734623,4.05,Consumo Cíclico
SHUL4,18.15,100,7.26,1.32,230.82,-1.64,-11.100427887708,5.41,5.1771912033333,-4.3033049291442,8.3280399854948,53.937892523009,13.43,"5,26 Bilhões","266,34 Milhões","1,98 Bilhão",13.55,13.43,"877,54 Milhões",0.57,4.2824937470139,7.67,Bens Industriais
RADL3,18.13,100,21.56,3.91,-21.67,-28.44,-46.121039649206,14.76,4.44964249,-69.853370663957,7.6048668627399,-48.476511770055,2.95,"25,36 Bilhões","1,18 Bilhão","39,82 Bilhões",14.69,18.93,"470,18 Milhões",0.49,0.94400463702435,2.53,Saúde
BGIP3,18.11,90,4.05,0.73,7.89,14.9,55.211392486753,32,35.466633886667,10.833230895834,88.08397981472,175.262436921,11.39,"568,65 Milhões","146,70 Milhões","1,29 Bilhão",15.23,21.97,"83,92 Milhões",6.0240348508688,12.06,Financeiro,
BGIP4,18.11,90,3.7,0.67,119.63,8.44,54.45083417563,29.28,39.013365266667,33.242367714027,88.08397981472,200.83326439454,11.39,"568,65 Milhões","146,70 Milhões","1,29 Bilhão",15.23,21.97,"83,92 Milhões",8.2168130152229,14.27,Financeiro,
GGPS3,18.07,60,16.01,2.89,11.11,-16.005247936493,15.8,4.5366670416667,-71.286917457806,11.028213817296,-30.201178371544,4.21,"10,66 Bilhões","675,37 Milhões","15,81 Bilhões","3,11 Bilhões",1.52,1.2180445611325,2.07,Bens Industriais,,,
GRND3,18.02,90,6.86,1.24,31.95,1.86,-7.2607311152014,5.39,11.03962931,104.8168703154,8.8033516344629,63.327488580017,26.72,"4,86 Bilhões","708,91 Milhões","2,65 Bilhões",6.94,11.84,"1,61 Bilhão",0.05,9.3631567981083,10.54,Consumo Cíclico
MRSA3B,17.84,80,7.12,1.27,-34.33,5.43,3.3235997699901,28.95,8.2801296666667,-71.398515831894,45.683632189221,57.801838304736,19.59,"9,39 Bilhões","1,38 Bilhão","7,06 Bilhões",14.38,26.29,"3,71 Bilhões",1.07,1.6761654425089,3.29,Bens Industriais
MRSA5B,17.84,80,6.38,1.14,76.08,-0.23,-3.787116655286,25.95,9.1081426666667,-64.901184328837,45.683632189221,76.044825391988,19.59,"9,39 Bilhões","1,38 Bilhão","7,06 Bilhões",14.38,26.29,"3,71 Bilhões",1.07,2.0070105695978,4.04,Bens Industriais
MRSA6B,17.84,80,6.38,1.14,0.58,-0.01,0.73632487509985,25.95,9.1081426666667,-64.901184328837,45.683632189221,76.044825391988,19.59,"9,39 Bilhões","1,38 Bilhão","7,06 Bilhões",14.38,26.29,"3,71 Bilhões",1.07,2.0271369326622,4.04,Bens Industriais
ITSA3,17.71,80,8.11,1.44,113.11,14.14,19.149879092464,11.38,10.124323333333,-11.034065612188,15.794935897306,38.795570275097,185.53,"123,41 Bilhões","15,39 Bilhões","8,20 Bilhões",6.88,15.94,"7,44 Bilhões",0.13,5.9738363675746,8.11,Financeiro
ITSA4,17.71,90,8.11,1.44,171.6,14.37,27.537178966447,11.38,10.531413333333,-7.4568248389016,15.794935897306,38.795570275097,185.53,"123,41 Bilhões","15,39 Bilhões","8,20 Bilhões",6.88,15.94,"7,44 Bilhões",0.13,6.2796651561726,8.11,Financeiro
VLID3,17.51,50,7.22,1.26,296.47,8.85,81.376441371515,27.05,17.377707466667,-35.757088847811,42.426035638509,56.843015299479,14.01,"2,21 Bilhões","306,56 Milhões","2,19 Bilhões",2.44,"642,21 Milhões",0.34,3.2850606530998,11.35,Bens Industriais,
ISAE4,17.48,90,4.37,0.76,70.84,5.63,-14.156079854809,23.65,35.758666666667,51.199436222693,61.465526923634,159.89651976167,42.48,"17,73 Bilhões","3,62 Bilhões","8,40 Bilhões",17.84,1.37,"3,28 Bilhões",0.73,6.7909156502677,10.03,Utilidade Pública
ISAE3,17.48,80,5.9,1.03,85.5,0.19,-9.0728100113766,31.97,37.014256666667,15.778094046503,61.465526923634,92.260015400795,42.48,"17,73 Bilhões","3,62 Bilhões","8,40 Bilhões",17.84,1.37,"3,28 Bilhões",0.73,5.7430340006747,7.39,Utilidade Pública
BAZA3,17.33,90,4.34,0.75,352.74,3.77,-2.1541881226009,87.59,97.32185142,11.110687772577,230.05994925236,162.65549634931,23.07,"4,91 Bilhões","1,13 Bilhão","4,91 Bilhões",38.86,33.64,"454,41 Milhões",0,8.2964721182991,9.17,Financeiro
MDNE3,17.33,50,6.01,1.04,194.38,31.38,67.533911067516,19.76,20.735,4.9342105263158,37.483256261963,89.692592418841,16.43,"1,68 Bilhão","279,28 Milhões","1,70 Bilhão",27.07,"402,89 Milhões",0.33,3.28,3.28,Consumo Cíclico,
TEND3,17.3,40,14.23,2.46,4.15,35.86,75.607779578606,21.67,2.8064576533333,-87.049110967544,17.348198753761,-19.943706720069,5.51,"2,67 Bilhões","172,99 Milhões","3,40 Bilhões",8.33,-2.83,"581,50 Milhões",0.95,0.81403108060672,0.85,Consumo Cíclico
CSMG3,16.8,80,6.74,1.13,164.68,23.49,26.918544600352,24.71,33.909860730333,37.231326306487,42.447455754144,71.782500016771,17.26,"9,40 Bilhões","1,39 Bilhão","8,08 Bilhões",8.61,11.29,"704,58 Milhões",0.72,10.865745530843,6.98,Utilidade Pública
WLMM3,16.74,80,7.6,1.27,138.32,3.29,21.081002504651,26.138821705318,15.472824576667,-40.805194851155,41.17943965136,57.541300505454,4.14,"1,10 Bilhão","129,36 Milhões","3,12 Bilhões",25.81,18.9,"85,33 Milhões",0.48,3.0105606637956,5.4,Bens Industriais
WLMM4,16.74,80,9.27,1.55,192.5,7.67,11.411315065374,32.93,15.072765856667,-54.227859530316,41.17943965136,25.051441394959,4.14,"1,10 Bilhão","129,36 Milhões","3,12 Bilhões",25.81,18.9,"85,33 Milhões",0.48,2.2569203578789,5.01,Bens Industriais
